,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Easwaran - Gandhi,Gandhi - Purohit,Purohit - Easwaran
324,16,24,  Therefore let the scriptures be your guide in what to do and what not to do. Understand their teachings; then act in accordance with them. ,  Therefore let shastra be your authority for determining what ought to be  done and what ought not to be done; ascertain you the rule of the shastra and  do your task here (accordingly).," Therefore whenever there is doubt whether you should do a thing or not, let the scriptures guide your conduct. In the light of the scriptures should you labour the whole of your life.” ",0.6184650659561157,0.4911954402923584,0.6569201946258545
325,17,1," ARJUNA  O Krishna, what is the state of those who disregard the scriptures but still worship with faith? Do they act from sattva, rajas, or tamas? ","  What, then, O Krishna, is the position of those who forsake the rule of Shastra  and yet worship with faith? Do they act from sattva or rajas or tamas?  The Lord Said:   ","“Arjuna asked: My Lord! Those who do acts of sacrifice, not according to the scriptures but nevertheless with implicit faith, what is their condition? Is it one of Purity, of Passion or of Ignorance? ",0.769094705581665,0.5001527070999146,0.586896538734436
326,17,2,"  KRISHNA  Every creature is born with faith of some kind, either sattvic, rajasic, or tamasic. Listen, and I will describe each to you. ","  Threefold is the faith of men, an expression of their nature in each case; it is  sattvika, rajas or tamasa. Hear you of it.   "," Lord Shri Krishna replied: Man has an inherent faith in one or another of the Qualities – Purity, Passion and Ignorance. Now listen. ",0.517566442489624,0.4682777523994446,0.6442835927009583
328,17,4,  Those who are sattvic worship the forms of God; those who are rajasic worship power and wealth. Those who are tamasic worship spirits and ghosts. ,"  Sattvika persons worship the gods; rajas ones, the Yakshas and Rakshasas;  and others—men of tamas—worship manes and spirits.   "," The Pure worship the true God; the Passionate, the powers of wealth and magic; the Ignorant, the spirits of the dead and of the lower orders of nature. ",0.8377393484115601,0.5500854849815369,0.6330983638763428
332,17,8,"  Sattvic people enjoy food that is mild, tasty, substantial, agreeable, and nourishing, food that promotes health, strength, cheerfulness, and longevity. ","  Victuals that add to one's years, vitality, strength, health, happiness and  appetite; are savoury, rich, substantial and inviting, are dear to the sattvika.   "," The foods that prolong life and increase purity, vigour, health, cheerfulness and happiness are those that are delicious, soothing, substantial and agreeable. These are loved by the Pure. ",0.7187716960906982,0.586701512336731,0.5136055946350098
333,17,9," Rajasic people like food that is salty or bitter, hot, sour, or spicy  food that promotes pain, discomfort, and disease. ","  Victuals that are bitter, sour, salty, over-hot, spicy, dry, burning, and causing  pain, bitterness and disease, are dear to rajasa.   "," Those in whom Passion is dominant like foods that are bitter, sour, salty, over-hot, pungent, dry and burning. These produce unhappiness, repentance and disease. ",0.7662326097488403,0.5256121158599854,0.5676988363265991
334,17,10," Tamasic people like overcooked, stale, leftover, and impure food, food that has lost its taste and nutritional value. ","  Food which has become cold, insipid, putrid, stale, discarded and unfit for  sacrifice, is dear to the tamasa.   "," The Ignorant love food which is stale, not nourishing, putrid and corrupt, the leavings of others and unclean. ",0.6785844564437866,0.473203182220459,0.5443907380104065
341,17,17,"  When these three levels of self-discipline are practiced without attachment to the results, but in a spirit of great faith, the sages call this practice sattvic. ","  This threefold austerity practiced in perfect faith by men not desirous of  fruit, and disciplined, is said to be sattvika.   "," These threefold austerities performed with faith, and without thought of reward, may truly be accounted Pure. ",0.6965981125831604,0.5700502395629883,0.5116519927978516
343,17,19," Disciplines practiced to gain power over others, or in the confused belief that to torture oneself is spiritual, are tamasic. ","  Austerity which is practiced from any foolish obsession, either to torture  oneself or to procure another's ruin, is called tamasa.   "," Austerity done under delusion, and accompanied with sorcery or torture to oneself or another, may be assumed to spring from Ignorance. ",0.5767942070960999,0.5595737099647522,0.4721387028694153
344,17,20,"  Giving simply because it is right to give, without thought of return, at a proper time, in proper circumstances, and to a worthy person, is sattvic giving. ","  Charity, given as a matter of duty, without expectation of any return, at the  right place and time, and to the right person is said to be sattvika.    "," The gift which is given without thought of recompense, in the belief that it ought to be made, in a fit place, at an opportune time and to a deserving person – such a gift is Pure. ",0.7285937666893005,0.44689881801605225,0.5579608678817749
345,17,21, Giving with regrets or in the expectation of receiving some favor or of getting something in return is rajasic. ,"  Charity, which is given either in hope of receiving in return, or with a view  of winning merit, or grudgingly, is declared to be rajasa.   "," That which is given for the sake of the results it will produce, or with the hope of recompense,or grudgingly – that may truly be said to be the outcome of Passion. ",0.6607539653778076,0.44081684947013855,0.4581149220466614
346,17,22," Giving at an inappropriate time, in inappropriate circumstances, and to an unworthy person, without affection or respect, is tamasic. ","  Charity given at the wrong place and time, and to the undeserving recipient  disrespectfully and with contempt is declared to be tamasa.   "," And that which is given at an unsuitable place or time or to one who is unworthy, or with disrespect or contempt – such a gift is the result of Ignorance. ",0.6789416670799255,0.4871889352798462,0.5013964176177979
348,17,24," Those who follow the Vedas, therefore, always repeat the word Om when offering sacrifices, performing spiritual disciplines, or giving gifts. ","  Therefore, with AUM ever on their lips, are all the rites of sacrifice, charity  and austerity, performed always to the rule, by Brahmavadins.   "," Therefore all acts of sacrifice, gifts and austerities, prescribed by the scriptures, are always begun by those who understand the Spirit with the word Om. ",0.4509681463241577,0.5410522818565369,0.6197351217269897
