,Chapter,Verse,Eknath Easwaran,Mahatma Gandhi,Shri Swami Purohit,Easwaran - Gandhi,Gandhi - Purohit,Purohit - Easwaran
265,12,5,"  Yet hazardous and slow is the path to the Unrevealed, difficult for physical creatures to tread. ",  Greater is the travail of those whose mind is fixed on the Unmanifest; for it is  hard for embodied mortals to gain the Unmanifest—Goal.   ," But they who thus fix their attention on the Absolute and Impersonal encounter greater hardships, for it is difficult for those who possess a body to realise Me as without one. ",0.430389940738678,0.6222467422485352,0.4262824058532715
267,12,7," these I will swiftly rescue from the fragments cycle of birth and death, for their consciousness has entered into me. ","  Of such, whose thoughts are centered on Me, O Arjuna, I become before long the  Deliverer from the ocean of this world of death.    "," O Arjuna! I rescue them from the ocean of life and death, for their minds are fixed on Me. ",0.5467302203178406,0.7518446445465088,0.560046911239624
269,12,9," If you cannot still your mind in me, learn to do so through the regular practice of meditation. ","  If you can not set your mind steadily on Me, then by the method of constant  practice seek to win Me, O Arjuna.   "," But if you can not fix your mind firmly on Me, then, My beloved friend, try to do so by constant practice. ",0.5826047658920288,0.6219426989555359,0.6553016304969788
273,12,13," That one I love who is incapable of ill will, who is friendly and compassionate. Living beyond the reach of I and mine and of pleasure and pain, ","  Who has ill-will towards none, who is friendly and compassionate, who has  shed all thought of ‘mine' or ‘I', who regards pain and pleasure alike, who is  long-suffering;   "," He who is incapable of hatred towards any being, who is kind and compassionate, free from selfishness, without pride, equable in pleasure and in pain, and forgiving, ",0.5583624839782715,0.8110642433166504,0.5078437924385071
274,12,14," patient, contented, self-controlled, firm in faith, with all their heart and all their mind given to me  with such as these I am in love. ","  Who is ever content, gifted with yoga, self-restrained, of firm conviction,  who has dedicated his mind and reason to Me—that devotee (bhakta) of Mine  is dear to Me.   "," Always contented, self-centred, self-controlled, resolute, with mind and reason dedicated to Me, such a devotee of Mine is My beloved. ",0.4959808588027954,0.6464998126029968,0.7685890197753906
275,12,15,"  Not agitating the world or by it agitated, they stand above the sway of elation, competition, and fear: that one is my beloved. ","  Who gives no trouble to the world, to whom the world causes no trouble,  who is free from exultation, resentment, fear and vexation,—that man is dear to  Me.   "," He who does not harm the world, and whom the world cannot harm, who is not carried away by any impulse of joy, anger or fear, such a one is My beloved. ",0.5671798586845398,0.7588265538215637,0.6212581396102905
279,12,19," the same in honor and dishonor, quiet, ever full, in harmony everywhere, firm in faith  such a one is dear to me. ","  Who weighs in equal scale blame and praise, who is silent, content with  whatever his lot, who owns no home, who is of steady mind,—that devotee of  Mine is dear to Me.    "," Who is indifferent to praise and censure, who enjoys silence, who is contented with every fate, who has no fixed abode, who is steadfast in mind, and filled with devotion, such a one is My beloved. ",0.5411540269851685,0.732062578201294,0.582971453666687
284,15,4," then find the path which does not come back again. Seek That, the First Cause, from which the universe came long ago. ",  Let him pray to win to that haven from which there is no return and seek to  find refuge in the primal Being from whom has emanated this ancient world of  action.   ," Beyond lies the Path, from which, when found, there is no return. This is the Primal God from where this ancient creation has sprung. ",0.36524808406829834,0.537466287612915,0.5807603001594543
291,15,11,"  Those who strive resolutely on the path of yoga see the Self within. The thoughtless, who strive imperfectly, do not. ","  Yogins who strive see Him seated in themselves; the witless ones who have  not cleansed themselves to see Him not, even though they strive.   "," The saints with great effort find Him within themselves; but not the unintelligent, who in spite of every effort cannot control their minds. ",0.45036643743515015,0.6287405490875244,0.3672001361846924
301,16,1," KRISHNA:  Be fearless and pure; never waver in your determination or your dedication to the spiritual life. Give freely. Be self-controlled, sincere, truthful, loving, and full of the desire to serve. Realize the truth of the scriptures; learn to be detached and to take joy in renunciation. ","  Fearlessness, purity of heart, steadfastness in jnana and yoga—knowledge  and action, beneficence, self-restraint, sacrifice, spiritual study, austerity, and  uprightness;   ","“Lord Shri Krishna continued: Fearlessness, clean living, unceasing concentration on wisdom, readiness to give, self-control, a spirit of sacrifice, regular study of the scriptures, austerities, candour, ",0.5431529879570007,0.6468626856803894,0.8469376564025879
304,16,4,"  Other qualities, Arjuna, make a person more and more inhuman: hypocrisy, arrogance, conceit, anger, cruelty, ignorance. ","  Pretentiousness, arrogance, self-conceit, wrath, coarseness, ignorance—these  are to be found in one born with the devilish heritage.   "," Hypocrisy, pride, insolence, cruelty, ignorance belong to him who is born of the godless qualities. ",0.44693267345428467,0.5862195491790771,0.5118216276168823
306,16,6,"  Some people have divine tendencies, others demonic. I have described the divine at length, Arjuna; now listen while I describe the demonic. ","  There are two orders of created beings in this world—the divine and the  devilish; the divine order has been described in detail, hear from Me now of the  devilish, O Arjuna.   ", All beings are of two classes: Godly and godless. The Godly I have described; I will now describe the other. ,0.5655696988105774,0.6394765973091125,0.5678253173828125
308,16,8,"  There is no God, they say, no truth, no spiritual law, no moral order. The basis of life is sex; what else can it be? ","  ‘Without truth, without basis, without God is the universe,' they say; ‘born of  the union of the sexes, prompted by nothing but lust.'   "," They say the universe is an accident with no purpose and no God. Life is created by sexual union, a product of lust and nothing else. ",0.5788804292678833,0.7475719451904297,0.6566558480262756
323,16,23," Others disregard the teachings of the scriptures. Driven by selfish desire, they miss the goal of life, miss even happiness and success. ","  He who forsakes the rule of shastra and does but the bidding of his selfish  desires, gains neither perfection, nor happiness, nor the highest state.  Shastra does not mean the rites and formulae laid down in the so-called  dharmashastra, but the path of self-restraint laid down by the seers and the  saints.    "," But he who neglects the commands of the scriptures, and follows the promptings of passion, he does not attain perfection, happiness or the final goal. ",0.4763745665550232,0.5958179831504822,0.7029275298118591
326,17,2,"  KRISHNA  Every creature is born with faith of some kind, either sattvic, rajasic, or tamasic. Listen, and I will describe each to you. ","  Threefold is the faith of men, an expression of their nature in each case; it is  sattvika, rajas or tamasa. Hear you of it.   "," Lord Shri Krishna replied: Man has an inherent faith in one or another of the Qualities – Purity, Passion and Ignorance. Now listen. ",0.517566442489624,0.4682777523994446,0.6442835927009583
329,17,5," Some invent harsh penances. Motivated by hypocrisy and egotism, ","  Those men who, wedded to pretentiousness and arrogance, possessed by the  violence of lust and passion, practice fierce austerity not ordained by shastra;     "," Those who practise austerities not commanded by scripture, who are slaves to hypocrisy and egotism, who are carried away by the fury of desire and passion, ",0.37861865758895874,0.7285705208778381,0.47306838631629944
331,17,7,"  The three kinds of faith express themselves in the habits of those who hold them: in the food they like, the work they do, the disciplines they practice, the gifts they give. Listen, and I will describe their different ways. ","  Of three kinds again is the food that is dear to each; so also are sacrifice,  austerity, and charity. Hear how they differ.   "," The food which men enjoy is also threefold, like the ways of sacrifice, austerity and almsgiving. Listen to the distinction. ",0.48761463165283203,0.7082189917564392,0.41360723972320557
342,17,18," Disciplines practiced in order to gain respect, honor, or admiration are rajasic; they are undependable and transitory in their effects. ","  Austerity which is practiced with an eye to gain praise, honour and homage  and for ostentation is said to be rajasa; it is fleeting and unstable.   "," Austerity coupled with hypocrisy or performed for the sake of self-glorification, popularity or vanity, comes from Passion, and its result is always doubtful and temporary. ",0.440637469291687,0.7400104999542236,0.21194368600845337
343,17,19," Disciplines practiced to gain power over others, or in the confused belief that to torture oneself is spiritual, are tamasic. ","  Austerity which is practiced from any foolish obsession, either to torture  oneself or to procure another's ruin, is called tamasa.   "," Austerity done under delusion, and accompanied with sorcery or torture to oneself or another, may be assumed to spring from Ignorance. ",0.5767942070960999,0.5595737099647522,0.4721387028694153
348,17,24," Those who follow the Vedas, therefore, always repeat the word Om when offering sacrifices, performing spiritual disciplines, or giving gifts. ","  Therefore, with AUM ever on their lips, are all the rites of sacrifice, charity  and austerity, performed always to the rule, by Brahmavadins.   "," Therefore all acts of sacrifice, gifts and austerities, prescribed by the scriptures, are always begun by those who understand the Spirit with the word Om. ",0.4509681463241577,0.5410522818565369,0.6197351217269897
